      IND             SHC     g | h         n         m
      662    2.996519e+01         g        25        19
      663    2.474387e+02         h        25        19
      664    1.271633e+01         g        25        20
      665    1.110602e+02         h        25        20
      666   -3.318691e+01         g        25        21
      667    1.371885e+01         h        25        21
      668   -3.270572e+01         g        25        22
      669   -6.680590e+01         h        25        22
      670   -3.309440e+01         g        25        23
      671   -2.702141e+01         h        25        23
      672    1.104986e+01         g        25        24
      673   -5.105379e+01         h        25        24
      674    5.024869e+01         g        25        25
      675    1.577963e+01         h        25        25
      676    1.843025e+03         g        26         0
      677    1.083853e+03         g        26         1
      678    1.564560e+03         h        26         1
      679    6.811152e+02         g        26         2
      680   -4.542681e+02         h        26         2
      681    3.470737e+02         g        26         3
      682   -1.412049e+03         h        26         3
      683    7.412404e+02         g        26         4
      684    6.131003e+02         h        26         4
      685    8.493658e+02         g        26         5
      686   -9.401380e+02         h        26         5
      687    4.187909e+02         g        26         6
      688   -9.346967e+02         h        26         6
      689    4.615441e+02         g        26         7
      690   -4.000169e+02         h        26         7
      691    7.880529e+02         g        26         8
      692    7.667604e+02         h        26         8
      693    1.755195e+03         g        26         9
      694    2.256591e+02         h        26         9
      695    1.446864e+03         g        26        10
      696   -1.138626e+03         h        26        10
      697    8.191690e+02         g        26        11
      698    2.172384e+02         h        26        11
      699    1.583262e+03         g        26        12
      700    3.960568e+02         h        26        12
      701    1.084768e+03         g        26        13
      702   -7.713799e+02         h        26        13
      703    5.445772e+02         g        26        14
      704   -7.884151e+01         h        26        14
      705    9.857649e+02         g        26        15
      706    2.646750e+02         h        26        15
      707    6.853591e+02         g        26        16
      708   -1.460789e+02         h        26        16
      709    2.411976e+02         g        26        17
      710    3.364686e+01         h        26        17
      711    4.324219e+02         g        26        18
      712    1.066795e+02         h        26        18
      713    2.476196e+02         g        26        19
      714    1.880135e+01         h        26        19
      715    1.813661e+02         g        26        20
      716    1.220758e+02         h        26        20
      717    8.686159e+01         g        26        21
      718   -4.897554e+00         h        26        21
      719   -7.092792e+00         g        26        22
      720    2.770351e+00         h        26        22
      721   -5.256068e+01         g        26        23
      722   -8.427355e+00         h        26        23
      723   -3.038959e+01         g        26        24
      724    1.586932e+01         h        26        24
      725   -3.138466e+01         g        26        25
      726   -1.424407e+01         h        26        25
      727    1.617310e+01         g        26        26
      728   -3.009507e+01         h        26        26
      729    4.725578e+02         g        27         0
      730   -6.582765e+02         g        27         1
      731   -1.017642e+03         h        27         1
      732    1.422634e+01         g        27         2
      733    2.396645e+02         h        27         2
      734   -4.530318e+02         g        27         3
      735   -2.636150e+02         h        27         3
      736    2.522957e+02         g        27         4
      737   -5.326807e+02         h        27         4
      738    7.363506e+02         g        27         5
      739   -1.255377e+03         h        27         5
      740   -1.047625e+03         g        27         6
      741   -1.105594e+03         h        27         6
      742   -4.053184e+02         g        27         7
      743   -1.145140e+03         h        27         7
      744    3.859543e+02         g        27         8
      745   -4.418485e+02         h        27         8
      746    9.880439e+01         g        27         9
      747   -1.416133e+03         h        27         9
      748   -7.299028e+02         g        27        10
      749   -1.680329e+03         h        27        10
      750   -8.954075e+01         g        27        11
      751   -5.147451e+02         h        27        11
      752    3.480079e+02         g        27        12
      753   -9.102308e+02         h        27        12
      754   -4.636713e+02         g        27        13
      755   -1.244635e+03         h        27        13
      756   -2.996155e+02         g        27        14
      757   -4.102423e+02         h        27        14
      758    3.978286e+02         g        27        15
      759   -5.874110e+02         h        27        15
      760   -1.187331e+02         g        27        16
      761   -6.063620e+02         h        27        16
      762   -5.513599e+01         g        27        17
      763   -2.058602e+02         h        27        17
      764    1.467704e+02         g        27        18
      765   -3.060716e+02         h        27        18
      766    5.361851e+01         g        27        19
      767   -2.429017e+02         h        27        19
      768    7.869458e+01         g        27        20
      769   -6.399804e+01         h        27        20
      770    8.651963e+01         g        27        21
      771   -1.012783e+02         h        27        21
      772   -1.293192e+01         g        27        22
      773   -5.799806e+01         h        27        22
      774   -3.771227e+00         g        27        23
      775   -9.120968e+00         h        27        23
      776   -2.021902e+01         g        27        24
      777    3.113918e+01         h        27        24
      778    3.049206e+00         g        27        25
      779    2.575565e+01         h        27        25
      780   -1.481329e+01         g        27        26
      781    1.911032e+01         h        27        26
      782   -1.776594e+01         g        27        27
      783   -1.336326e+01         h        27        27
      784   -1.115810e+03         g        28         0
      785   -1.571315e+03         g        28         1
      786   -1.026792e+03         h        28         1
      787   -5.410996e+02         g        28         2
      788    1.190180e+03         h        28         2
      789   -6.312957e+02         g        28         3
      790    1.287724e+03         h        28         3
      791   -1.471091e+02         g        28         4
      792   -2.052225e+02         h        28         4
      793    2.841944e+02         g        28         5
      794    2.611618e+02         h        28         5
      795   -1.104707e+03         g        28         6
